DAFXWIUCE,2017-12-28T00:00:00.000,FOOD COURT TRAY WASHING AREA,98,A,1,ROUTINE INSPECTION,EE0000854,928 S WESTERN AVE STE 300,LOS ANGELES,FA0062180,CA,90006,OW0019896,KOREN SHOPPING CENTER INC,RESTAURANT (0-30) SEATS LOW RISK,1630,FOOD COURT TRAY WASHING AREA,ACTIVE,PR0011022
DAH1WNPMC,2017-12-28T00:00:00.000,HMS BOUNTY,97,A,1,ROUTINE INSPECTION,EE0000699,3357 WILSHIRE BLVD,LOS ANGELES,FA0027722,CA,90010,OW0006456,"CASTANEDA, JUAN R",RESTAURANT (61-150) SEATS HIGH RISK,1638,HMS BOUNTY,ACTIVE,PR0023442
DAKBEMZRR,2017-12-28T00:00:00.000,7 ELEVEN #27069,85,B,1,ROUTINE INSPECTION,EE0000338,11666 W OLYMPIC BLVD,LOS ANGELES,FA0047448,CA,90064,OW0026345,NRG CONVENIENCE STORES INC,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,7- ELEVEN #27069,INACTIVE,PR0007905
DACQXFMEG,2017-12-28T00:00:00.000,AN'S CHAN BANG,97,A,1,ROUTINE INSPECTION,EE0000117,244 S OXFORD AVE # 5,LOS ANGELES,FA0225480,CA,90004,OW0229742,AN'S CHAN BANG,RESTAURANT (0-30) SEATS HIGH RISK,1632,AN'S CHAN BANG,ACTIVE,PR0180803
DATY0A05H,2017-12-28T00:00:00.000,MURAKAMI,92,A,1,ROUTINE INSPECTION,EE0000951,7160 MELROSE AVE,LOS ANGELES,FA0138424,CA,90046,OW0101780,TADASHI MURAKAMI,RESTAURANT (61-150) SEATS HIGH RISK,1638,MURAKAMI,ACTIVE,PR0122742
DAF0GFYS4,2017-12-28T00:00:00.000,DELTA SKY CLUB T3,93,A,1,ROUTINE INSPECTION,EE0000633,300 WORLD WAY,LOS ANGELES,FA0248072,CA,90045,OW0242509,"DELTA AIR LINES, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,DELTA SKY CLUB T3,ACTIVE,PR0196711
DAWIMW6RR,2017-12-28T00:00:00.000,CRYSTAL CAFE,91,A,1,ROUTINE INSPECTION,EE0000699,3500 W 6TH ST STE #321,LOS ANGELES,FA0010340,CA,90005,OW0009137,CRYSTAL SPA AND SAUNA OF L.A,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CRYSTAL CAFE,ACTIVE,PR0037360
DAS9HSZUC,2017-12-28T00:00:00.000,ORANGE TREE CAFE,92,A,1,ROUTINE INSPECTION,EE0000699,3500 W 6TH ST STE #220,LOS ANGELES,FA0043262,CA,90010,OW0016703,"HWANG, ALBERT",RESTAURANT (0-30) SEATS MODERATE RISK,1631,ORANGE TREE CAFE,ACTIVE,PR0017543
DAASUGWDB,2017-12-28T00:00:00.000,CAMY'S GRILL,93,A,1,ROUTINE INSPECTION,EE0000699,3339 WILSHIRE BLVD,LOS ANGELES,FA0164018,CA,90010,OW0127486,HUMBERTO CASTELLANOS,RESTAURANT (31-60) SEATS HIGH RISK,1635,CAMY'S GRILL,ACTIVE,PR0152251
DAIKIC6SX,2017-12-28T00:00:00.000,SABORES DEL PERU,82,B,1,ROUTINE INSPECTION,EE0000366,1015 WALL ST STE 123,LOS ANGELES,FA0242973,CA,90015-2392,OW0238493,CESAR C MALPARTIDA,RESTAURANT (0-30) SEATS HIGH RISK,1632,SABORES DEL PERU,ACTIVE,PR0191187
DAKGAPBU1,2017-12-28T00:00:00.000,M CAFE DE CHAYA,91,A,1,ROUTINE INSPECTION,EE0000951,7119 MELROSE AVE,LOS ANGELES,FA0036598,CA,90046,OW0011381,EUGENE AND ASSOCIATES INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,M CAFE DE CHAYA,ACTIVE,PR0021280
DAVC3OO1J,2017-12-28T00:00:00.000,INDIA'S GRILL,90,A,1,ROUTINE INSPECTION,EE0000659,428 S SAN VICENTE BLVD,LOS ANGELES,FA0230665,CA,90048,OW0234775,"LUCKYRICKY,INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,INDIA'S GRILL,ACTIVE,PR0186016
DAO9O7VBX,2017-12-28T00:00:00.000,LA INDIA BONITA CAFE,97,A,1,ROUTINE INSPECTION,EE0000366,1277 S INDIANA ST,LOS ANGELES,FA0065185,CA,90023,OW0012004,"FLORES, MARIA GUADALUPE",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA INDIA BONITA CAFE,ACTIVE,PR0014649
DA9YVUZ60,2017-12-28T00:00:00.000,NORM'S RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0000951,470 N LA CIENEGA BLVD,LOS ANGELES,FA0166559,CA,90048,OW0129683,"NORM'S RESTAURANTS, LLC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,NORM'S RESTAURANT,ACTIVE,PR0156875
DAOUG11X0,2017-12-28T00:00:00.000,BEVERLY FALAFEL,92,A,1,ROUTINE INSPECTION,EE0000659,8508 W 3RD ST,LOS ANGELES,FA0058308,CA,90048,OW0004590,"BEVERLY FALAFEL, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,BEVERLY FALAFEL,ACTIVE,PR0039433
DA2MRT8MI,2017-12-28T00:00:00.000,KRISPY KRUNCHY CHICKEN - ALVARADO,92,A,1,ROUTINE INSPECTION,EE0000884,600 S ALVARADO ST STE 111C,LOS ANGELES,FA0252457,CA,90057-3344,OW0246225,LI'S KKC CHICKEN INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,KRISPY KRUNCHY CHICKEN - ALVARADO,ACTIVE,PR0201727
DAVIRWF5P,2017-12-28T00:00:00.000,CAFE 153,93,A,1,ROUTINE INSPECTION,EE0000366,1125 3/4 WALL ST,LOS ANGELES,FA0163437,CA,90015,OW0127044,JAMIE JIYOUNG BAE,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CAFE 153,ACTIVE,PR0151653
DAX7QPPKQ,2017-12-28T00:00:00.000,DUNES RESTAURANT,96,A,1,ROUTINE INSPECTION,EE0000857,5625 W SUNSET BLVD,LOS ANGELES,FA0019964,CA,90028,OW0023801,MAVOPIAN JOHN,RESTAURANT (61-150) SEATS HIGH RISK,1638,DUNES RESTAURANT,ACTIVE,PR0022540
DA85ZLP32,2017-12-28T00:00:00.000,THE FOUNDATION CENTER,97,A,1,ROUTINE INSPECTION,EE0000224,11633 S WESTERN AVE,LOS ANGELES,FA0165629,CA,90047,OW0128872,"NOAH'S DWELLING, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,THE FOUNDATION CENTER,ACTIVE,PR0153961
DACQPGHLW,2017-12-28T00:00:00.000,ONO HAWAIIAN BBQ,98,A,1,ROUTINE INSPECTION,EE0000857,5539 W SUNSET BLVD,LOS ANGELES,FA0042611,CA,90028,OW0015833,"HOLLYWOOD SUNSET, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,ONO HAWAIIAN BBQ,ACTIVE,PR0006530
DA3E0YERS,2017-12-28T00:00:00.000,MUSH BAKERY,94,A,1,ROUTINE INSPECTION,EE0000857,5224 W SUNSET BLVD,LOS ANGELES,FA0248892,CA,90027,OW0243234,NANUSH AGADZHANYAN,RESTAURANT (0-30) SEATS HIGH RISK,1632,MUSH BAKERY,ACTIVE,PR0197593
DAYG9SAQH,2017-12-28T00:00:00.000,REGGIE'S DELI & CAFE,96,A,1,ROUTINE INSPECTION,EE0000923,1910 W SUNSET BLVD STE 150,LOS ANGELES,FA0166043,CA,90026,OW0129254,REGGIE KEVIN & OSCAR INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,REGGIE'S DELI & CAFE,ACTIVE,PR0156259
DAZIW9OU9,2017-12-28T00:00:00.000,HOT THAI RESTAURANT,92,A,1,ROUTINE INSPECTION,EE0000659,416 S SAN VICENTE BLVD,LOS ANGELES,FA0143611,CA,90048,OW0106678,HOT THAI RUBSUB LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,HOT THAI RESTAURANT,ACTIVE,PR0129536
DA8W0B9VW,2017-12-27T00:00:00.000,WABA GRILL,100,A,1,ROUTINE INSPECTION,EE0000835,7109 W SUNSET BLVD,LOS ANGELES,FA0249175,CA,90046,OW0243472,MICHAEL & DANIEL INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,WABA GRILL,ACTIVE,PR0197882
DA0WXZ80O,2017-12-27T00:00:00.000,THANK YOU FOR COMING,97,A,1,ROUTINE INSPECTION,EE0000923,3416 GLENDALE BLVD,LOS ANGELES,FA0036871,CA,90039,OW0035408,THANK YOU FOR COMING LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,THANK YOU FOR COMING,ACTIVE,PR0018515
DALANTBWL,2017-12-27T00:00:00.000,TROPICAL FRUITS & JUICES,95,A,1,ROUTINE INSPECTION,EE0000923,5729 N FIGUEROA ST,LOS ANGELES,FA0053217,CA,90042,OW0015512,HIGHLAND PARK FLORIST INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TROPICAL FRUITS & JUICES,ACTIVE,PR0014584
DAQKIE2OT,2017-12-27T00:00:00.000,SUBWAY -52105,95,A,1,ROUTINE INSPECTION,EE0000721,255 S GRAND AVE STE 101,LOS ANGELES,FA0034746,CA,90012,OW0005591,C G INVESTMENTS INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,SUBWAY -52105,ACTIVE,PR0017785
DAPTX4MXG,2017-12-27T00:00:00.000,IHOP,98,A,1,ROUTINE INSPECTION,EE0000835,7006 W SUNSET BLVD,LOS ANGELES,FA0028990,CA,90028,OW0015847,HOLLYWOOD FIVE INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,IHOP,ACTIVE,PR0016398
DA0OD6RH9,2017-12-27T00:00:00.000,ALEX FISH MARKET,98,A,1,ROUTINE INSPECTION,EE0000905,1451 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,FA0003285,CA,90062,OW0020175,"KWON,UNG","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,ALEX FISH MARKET,ACTIVE,PR0004662
DA3IYZ70S,2017-12-27T00:00:00.000,PANDA EXPRESS #2596,96,A,1,ROUTINE INSPECTION,EE0000727,1544 S LA CIENEGA BLVD,LOS ANGELES,FA0203910,CA,90035,OW0027458,PANDA EXPRESS INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA EXPRESS #2596,ACTIVE,PR0176315
DA5T0DM3D,2017-12-28T00:00:00.000,GOLDEN INDIAN GRILL,92,A,1,ROUTINE INSPECTION,EE0000727,5954 W PICO BLVD,LOS ANGELES,FA0026036,CA,90035,OW0033072,"SINGH, NIHAL",RESTAURANT (0-30) SEATS HIGH RISK,1632,GOLDEN INDIAN GRILL,ACTIVE,PR0025454
DALQKIH4V,2017-12-27T00:00:00.000,LA MONARCA BAKERY,96,A,1,ROUTINE INSPECTION,EE0000923,5835 N FIGUEROA ST,LOS ANGELES,FA0176894,CA,90042,OW0182888,"LA MONARCA BAKERY VI, LLC",RESTAURANT (31-60) SEATS MODERATE RISK,1634,LA MONARCA BAKERY,ACTIVE,PR0169816
DA5TTIEPJ,2017-12-27T00:00:00.000,LAXSUL COMPANY,92,A,1,ROUTINE INSPECTION,EE0000633,380 WORLD WAY LVL6 SP5,LOS ANGELES,FA0160031,CA,90045,OW0125018,"LAXSUL COMPANY, LLC",RESTAURANT (31-60) SEATS MODERATE RISK,1634,LAXSUL,ACTIVE,PR0148112
DAVQHNHE3,2017-12-27T00:00:00.000,THE COUNTER SPACE 7C,84,B,1,ROUTINE INSPECTION,EE0000122,700 WORLD WAY,LOS ANGELES,FA0241469,CA,90045,OW0016382,HOST INTERNATIONAL INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,THE COUNTER SPACE 7C,ACTIVE,PR0189582
DA70579UR,2017-12-27T00:00:00.000,KALBIS KOREAN GRILL,86,B,1,ROUTINE INSPECTION,EE0000338,11102 W OLYMPIC BLVD,LOS ANGELES,FA0226175,CA,90064,OW0230347,JM BROTHERES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,KALBIS KOREAN GRILL,ACTIVE,PR0181486
DAL31XKHE,2017-12-27T00:00:00.000,TOGO'S,95,A,1,ROUTINE INSPECTION,EE0000721,505 S FLOWER ST STE #B420,LOS ANGELES,FA0037998,CA,90071,OW0031766,SANTOS FERNANDO,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TOGO'S,ACTIVE,PR0004315
DAU1Z2DBP,2017-12-27T00:00:00.000,AFC SUSHI AT WALGREENS #1527,95,A,1,ROUTINE INSPECTION,EE0000709,1501 N VINE ST,LOS ANGELES,FA0057109,CA,90028,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,RESTAURANT (0-30) SEATS HIGH RISK,1632,AFC SUSHI AT WALGREENS #1527,ACTIVE,PR0019247
DAWL6GKSY,2017-12-27T00:00:00.000,JACKY'S RESTAURANT,91,A,1,ROUTINE INSPECTION,EE0000721,310 W 5TH ST #102,LOS ANGELES,FA0155867,CA,90013-1902,OW0121139,"COSIO, LIZET VIOLETA S",RESTAURANT (0-30) SEATS MODERATE RISK,1631,JACKY'S RESTAURANT,ACTIVE,PR0143305
DADNBD7MO,2017-12-27T00:00:00.000,CALIFORNIA MEXICAN GRILL,90,A,1,ROUTINE INSPECTION,EE0000338,11106 W OLYMPIC BLVD,LOS ANGELES,FA0012521,CA,90064,OW0005900,"CAMACHO, OSCAR FLORES",RESTAURANT (0-30) SEATS HIGH RISK,1632,CALIFORNIA MEXICAN GRILL,ACTIVE,PR0034895
DAQVYUGFR,2017-12-27T00:00:00.000,DOLCINI CAFFEE EXPRESSO,92,A,1,ROUTINE INSPECTION,EE0000721,619 S GRAND AVE,LOS ANGELES,FA0019287,CA,90017,OW0016734,HYANG RIM PARK,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DOLCINI CAFFEE EXPRESSO,ACTIVE,PR0026162
DAIPOR9KZ,2017-12-27T00:00:00.000,PRIME GRIND COFFEE,93,A,1,ROUTINE INSPECTION,EE0000721,714 W 1ST ST,LOS ANGELES,FA0174581,CA,90012,OW0181225,HYMAN YOUN BAK,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PRIME GRIND COFFEE,ACTIVE,PR0167604
DA5K0JIUB,2017-12-27T00:00:00.000,ETCHEA,91,A,1,ROUTINE INSPECTION,EE0000721,254 S HOPE ST,LOS ANGELES,FA0138099,CA,90012,OW0101504,HOPE ST. BAKERY PARTNERS LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,ETCHEA,ACTIVE,PR0122337
DAEAWMFCU,2017-12-27T00:00:00.000,RALPHS MARKET #206,98,A,1,ROUTINE INSPECTION,EE0000857,5429 HOLLYWOOD BLVD,LOS ANGELES,FA0069287,CA,90027,OW0029458,RALPHS GROCERY COMPANY,RESTAURANT (0-30) SEATS HIGH RISK,1632,RALPHS MARKET DELI #206,ACTIVE,PR0043532
DA7VM3CF5,2017-12-27T00:00:00.000,LOTERIA GRILL SPACE 7C,95,A,1,ROUTINE INSPECTION,EE0000122,700 WORLD WAY,LOS ANGELES,FA0241574,CA,90045,OW0016382,HOST INTERNATIONAL INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,LOTERIA GRILL SPACE 7C,ACTIVE,PR0189700
DAO3AYXGX,2017-12-27T00:00:00.000,HOY'S WOK,94,A,1,ROUTINE INSPECTION,EE0000835,7105 W SUNSET BLVD,LOS ANGELES,FA0029647,CA,90046,OW0017053,"IP, HUNG PAUL",RESTAURANT (31-60) SEATS HIGH RISK,1635,HOY'S WOK,ACTIVE,PR0044313
DAUODIBBF,2017-12-27T00:00:00.000,BASE COAT -JUICE BAR,99,A,1,ROUTINE INSPECTION,EE0000366,704 MATEO ST,LOS ANGELES,FA0241024,CA,90021,OW0237019,"BASE COAT CALIFORNIA, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BASE COAT -JUICE BAR,ACTIVE,PR0189095
DASFQOW9O,2017-12-27T00:00:00.000,WAX PAPER,97,A,1,ROUTINE INSPECTION,EE0000923,2902 KNOX AVE,LOS ANGELES,FA0180581,CA,90039,OW0185937,"WAX PAPER, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,WAX PAPER,ACTIVE,PR0174372
DAWQCHLRE,2017-12-27T00:00:00.000,RENAISSANCE 96TH STREET BISTRO,95,A,1,ROUTINE INSPECTION,EE0000955,9620 AIRPORT BLVD,LOS ANGELES,FA0046199,CA,90045,OW0039321,WSRH LAX AIRPORT LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,RENAISSANCE 96TH STREET BISTRO,ACTIVE,PR0033856
DAXR0CIY0,2017-12-27T00:00:00.000,KIKKA @ ARCO PLAZA,93,A,1,ROUTINE INSPECTION,EE0000721,505 S FLOWER ST # B-270,LOS ANGELES,FA0032292,CA,90071,OW0017151,"ITO, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,KIKKA SUSHI,ACTIVE,PR0021513
DAEYW9LN0,2017-12-27T00:00:00.000,ROLLING STONE SPACE 7C,80,B,1,ROUTINE INSPECTION,EE0000122,700 WORLD WAY,LOS ANGELES,FA0241558,CA,90045,OW0016382,HOST INTERNATIONAL INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,ROLLING STONE SPACE 7C,ACTIVE,PR0189681
DAPR3VX0X,2017-12-27T00:00:00.000,J & F ICE CREAM SHOP,95,A,1,ROUTINE INSPECTION,EE0000740,1703 MARIACHI PLZ,LOS ANGELES,FA0018277,CA,90033,OW0037843,"VILLA ORTEGA, JOSE ISABEL",RESTAURANT (0-30) SEATS MODERATE RISK,1631,J & F ICE CREAM SHOP,ACTIVE,PR0008908
DAADMT6C3,2017-12-27T00:00:00.000,DONUT FACTORY,92,A,1,ROUTINE INSPECTION,EE0000923,2225 N SAN FERNANDO RD,LOS ANGELES,FA0061048,CA,90065,OW0016254,HONG LINA LIM,RESTAURANT (31-60) SEATS MODERATE RISK,1634,DONUT FACTORY,ACTIVE,PR0022711
DAN2EFM01,2017-12-27T00:00:00.000,JOHNNIE'S NEW YORK PIZZA,92,A,1,ROUTINE INSPECTION,EE0000721,505 S FLOWER ST # B300F,LOS ANGELES,FA0064431,CA,90070,OW0009143,"CSI RESTAURANT GROUP, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,JOHNNIE'S NEW YORK PIZZA,ACTIVE,PR0037456
DAQ0ZOO9P,2017-12-27T00:00:00.000,EAGLE ROCK BREWERY,96,A,1,ROUTINE INSPECTION,EE0000923,3056 ROSWELL ST,LOS ANGELES,FA0141687,CA,90065-2214,OW0104831,"EAGLE ROCK BREWERY, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,EAGLE ROCK BREWERY,ACTIVE,PR0128775
DAVXAZ9QO,2017-12-27T00:00:00.000,DONUT STAR,93,A,1,ROUTINE INSPECTION,EE0000923,4102 VERDUGO RD,LOS ANGELES,FA0224982,CA,90065,OW0229447,LCCS CORP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DONUT STAR,ACTIVE,PR0180278
DATBNJ9H0,2017-12-27T00:00:00.000,ROSE GARDEN CAFE,95,A,1,ROUTINE INSPECTION,EE0000697,5930 FRANKLIN AVE,LOS ANGELES,FA0046232,CA,90028,OW0008097,CHURCH OF SCIENTOLOGY CELEBR,RESTAURANT (61-150) SEATS MODERATE RISK,1637,ROSE GARDEN CAFE,ACTIVE,PR0032462
DA9GQ6FT4,2017-12-27T00:00:00.000,MRS FIELD'S COOKI #426,93,A,1,ROUTINE INSPECTION,EE0000721,505 S FLOWER ST,LOS ANGELES,FA0040720,CA,90071,OW0011678,FATIMAH SAFARI,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MRS FIELD'S COOKI #426,ACTIVE,PR0001697
DAONHOPY1,2017-12-27T00:00:00.000,SHIN KANG SEO MYUN OAK,95,A,1,ROUTINE INSPECTION,EE0000884,3250 W OLYMPIC BLVD #313,LOS ANGELES,FA0064650,CA,90006,OW0099674,"KIM, YOUNG YUN",RESTAURANT (0-30) SEATS HIGH RISK,1632,SHIN KANG SEO MYUN OAK,ACTIVE,PR0033045
DARQKZYXV,2017-12-27T00:00:00.000,MCDONALD'S #2084,96,A,1,ROUTINE INSPECTION,EE0000923,3124 N SAN FERNANDO RD,LOS ANGELES,FA0038653,CA,90065,OW0023946,MCDONALD'S CORPORATION,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALD'S #2084,ACTIVE,PR0047258
DAL6VKQPQ,2017-12-27T00:00:00.000,PLANCHA TACOS,91,A,1,ROUTINE INSPECTION,EE0000894,2024 PACIFIC AVE,LOS ANGELES,FA0155781,CA,90291,OW0121068,VENICE TACOS LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PLANCHA TACOS,ACTIVE,PR0143226
DAL0RLTKH,2017-12-27T00:00:00.000,BLD,83,B,1,ROUTINE INSPECTION,EE0000122,700 WORLD WAY # 7C,LOS ANGELES,FA0241303,CA,90045,OW0016382,HOST INTERNATIONAL INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,BLD,ACTIVE,PR0189414
DAQ6YAEBS,2017-12-27T00:00:00.000,NOODLE PLUS,98,A,1,ROUTINE INSPECTION,EE0000884,3250 W OLYMPIC BLVD STE 309,LOS ANGELES,FA0165259,CA,90006,OW0128534,SU YOUNG KIM,RESTAURANT (0-30) SEATS HIGH RISK,1632,NOODLE PLUS,ACTIVE,PR0153574
DAZCEUYYC,2017-12-27T00:00:00.000,RENAISSANCE 96TH STREET BISTRO,99,A,1,ROUTINE INSPECTION,EE0000955,9620 AIRPORT BLVD,LOS ANGELES,FA0046199,CA,90045,OW0039321,WSRH LAX AIRPORT LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,RENAISSANCE EMPLOYEE CAFE,ACTIVE,PR0028277
DAVZ1HARD,2017-12-27T00:00:00.000,VNS CHICKEN,95,A,1,ROUTINE INSPECTION,EE0000884,3250 W OLYMPIC BLVD STE 105,LOS ANGELES,FA0053903,CA,90006,OW0012654,"GALLERIA MARKET, LP",RESTAURANT (0-30) SEATS HIGH RISK,1632,VNS CHICKEN,ACTIVE,PR0016014
